0.134630, 0.080985, 0.145895,
0.133325, 0.080221, 0.145177,
0.131989, 0.079462, 0.144368,
0.130646, 0.078727, 0.143490,
0.129277, 0.077992, 0.142528,
0.127911, 0.077282, 0.141514,
0.126529, 0.076576, 0.140431,
0.125148, 0.075887, 0.139298,
0.123769, 0.075211, 0.138122,
0.122386, 0.074542, 0.136897,
0.121007, 0.073884, 0.135634,
0.119642, 0.073243, 0.134350,
0.118278, 0.072608, 0.133031,
0.116917, 0.071978, 0.131680,
0.115579, 0.071367, 0.130327,
0.114257, 0.070768, 0.128966,
0.112943, 0.070175, 0.127586,
0.111647, 0.069593, 0.126205,
0.110366, 0.069022, 0.124822,
0.109096, 0.068456, 0.123428,
0.107850, 0.067904, 0.122049,
0.106614, 0.067355, 0.120661,
0.105389, 0.066813, 0.119269,
0.104207, 0.066291, 0.117930,
0.103026, 0.065770, 0.116570,
0.101864, 0.065257, 0.115222,
0.100719, 0.064750, 0.113883,
0.099591, 0.064252, 0.112556,
0.098484, 0.063762, 0.111248,
0.097400, 0.063280, 0.109966,
0.096331, 0.062805, 0.108693,
0.095278, 0.062336, 0.107432,
0.094241, 0.061875, 0.106184,
0.093225, 0.061421, 0.104961,
0.092230, 0.060974, 0.103764,
0.091247, 0.060532, 0.102572,
0.090284, 0.060097, 0.101405,
0.089339, 0.059669, 0.100261,
0.088408, 0.059246, 0.099128,
0.087495, 0.058830, 0.098017,
0.086597, 0.058419, 0.096921,
0.085718, 0.058011, 0.095860,
0.084850, 0.057615, 0.094789,
0.083999, 0.057219, 0.093753,
0.083164, 0.056831, 0.092732,
0.082343, 0.056448, 0.091727,
0.081537, 0.056072, 0.090740,
0.080745, 0.055699, 0.089772,
0.079967, 0.055332, 0.088820,
0.079202, 0.054969, 0.087886,
-0.147979, -0.144455, -0.146696,
-0.147853, -0.144816, -0.146335,
-0.147692, -0.145164, -0.145930,
-0.147493, -0.145499, -0.145481,
-0.147256, -0.145815, -0.144989,
-0.146979, -0.146117, -0.144450,
-0.146663, -0.146401, -0.143869,
-0.146305, -0.146668, -0.143237,
-0.145905, -0.146916, -0.142562,
-0.145464, -0.147144, -0.141842,
-0.144977, -0.147353, -0.141071,
-0.144449, -0.147538, -0.140260,
-0.143873, -0.147702, -0.139394,
-0.143255, -0.147841, -0.138492,
-0.142593, -0.147956, -0.137546,
-0.141883, -0.148045, -0.136549,
-0.141128, -0.148107, -0.135510,
-0.140326, -0.148142, -0.134424,
-0.139483, -0.148146, -0.133307,
-0.138591, -0.148121, -0.132140,
-0.137659, -0.148064, -0.130946,
-0.136678, -0.147975, -0.129704,
-0.135654, -0.147852, -0.128425,
-0.134588, -0.147694, -0.127112,
-0.133483, -0.147500, -0.125775,
-0.132337, -0.147270, -0.124404,
-0.131148, -0.147001, -0.122998,
-0.129926, -0.146694, -0.121575,
-0.128664, -0.146346, -0.120123,
-0.127366, -0.145957, -0.118644,
-0.126036, -0.145526, -0.117148,
-0.124674, -0.145053, -0.115632,
-0.123285, -0.144537, -0.114108,
-0.121866, -0.143977, -0.112563,
-0.120424, -0.143373, -0.111014,
-0.118959, -0.142725, -0.109457,
-0.117465, -0.142028, -0.107877,
-0.115955, -0.141286, -0.106299,
-0.114430, -0.140501, -0.104724,
-0.112888, -0.139668, -0.103143,
-0.111328, -0.138787, -0.101555,
-0.109767, -0.137866, -0.099984,
-0.108193, -0.136896, -0.098412,
-0.106616, -0.135885, -0.096851,
-0.105029, -0.134827, -0.095290,
-0.103442, -0.133727, -0.093742,
-0.101857, -0.132585, -0.092206,
-0.100271, -0.131401, -0.090679,
-0.098701, -0.130186, -0.089183,
-0.097115, -0.128918, -0.087673,
